name	country	gender	birthdate	birthyear	competition_years	first	last	results
Bogdan KIRCHEV	BUL	M	22 Jun 1983	1983	2005;2004;2003;2003;2002;2002;2001;2000	2000	2005	FB Final,5,BM1x;FD Final,1,BM1x;FD Final,3,M4-;FC Final,1,M4-;FB Final,4,M4-;FB Final,1,M4-;FA Final,4,JM2x;FC Final,2,JM4x
Ioannis CHRISTOU	GRE	M	23 Jun 1983	1983	2016;2016;2016;2015;2015;2014;2014;2014;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2002;2001;2000	2000	2016	FB Final,2,M4-;FA Final,6,M4-;FA Final,5,M4-;FB Final,3,M4-;FA Final,2,M4-;FA Final,6,M4-;FC Final,3,M2-;FA Final,2,M4-;FA Final,1,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,2,M4-;FA Final,1,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,3,M2-;FA Final,1,M2-;FA Final,3,M2-;FA Final,6,M1x;FA Final,2,M1x;FB Final,2,M1x;FB Final,6,M1x;FA Final,6,M1x;FA Final,1,M1x;FB Final,4,M1x;FB Final,2,M2x;FA Final,1,M2x;FC Final,1,M2x;FA Final,6,M2x;FB Final,3,M2x;FC Final,1,M2-;FB Final,1,M2-;FB Final,4,M2-;FA Final,5,M2-;FB Final,1,M2-;FB Final,4,M2-;FB Final,2,BM2x;FB Final,4,M4-;FA Final,5,BM4x;FB Final,2,JM4x;FB Final,6,JM4x
Nikolaos MOSCHONAS	GRE	M	2 May 1983	1983	2005;2004;2000	2000	2005	FC Final,2,BLM1x;FB Final,6,BLM4-;FB Final,6,JM4x
Nicolaos LIGAS	GRE	M	None	None	2000	2000	2000	FB Final,6,JM4x
Peter BERG	SWE	M	29 Mar 1982	1982	2007;2006;2006;2004;2003;2003;2002;2000	2000	2007	FD Final,1,M2x;FC Final,4,M2x;FC Final,2,M2x;FC Final,5,BM1x;FC Final,6,BM1x;FC Final,3,M1x;FC Final,4,BM1x;FB Final,5,JM4x
KELLERMANN	SWE	M	None	None	2000	2000	2000	FB Final,5,JM4x
D. FREDRIKSON	SWE	M	None	None	2000	2000	2000	FB Final,5,JM4x
Manuel ESPINOSA	ESP	M	None	None	2000	2000	2000	FC Final,1,JM4x
Ricardo JESUS	POR	M	None	None	1999	1999	1999	FB Final,5,JM4-
Raul HERNANDEZ GARCIA	ESP	M	29 May 1983	1983	2016;2001;2000	2000	2016	FC Final,6,LM2x;FB Final,3,JM8+;FC Final,1,JM4x
Brian BRUUN	DEN	M	None	None	2000	2000	2000	FC Final,3,JM4-
Jens MARTENSEN	DEN	M	22 Aug 1982	1982	2006;2006;2005;2004;2003;2003;2003;2003;2002;2002;2000	2000	2006	FA Final,4,LM8+;FA Final,2,LM8+;FD Final,6,LM1x;FA Final,4,BLM4-;F Final,4,LM8+;F Final,3,LM8+;FB Final,5,LM4-;FC Final,3,LM4-;FC Final,2,LM2-;FB Final,3,BLM4-;FC Final,3,JM4-
Lars HVEDSTRUP	DEN	M	17 Nov 1982	1982	2002;2000	2000	2002	FB Final,3,BLM4-;FC Final,3,JM4-
Anders SKOVHOLM	DEN	M	None	None	2000	2000	2000	FC Final,3,JM4-
Kestutis SITKAUSKAS	LTU	M	None	None	2000	2000	2000	FC Final,2,JM4-
Darius VASTAKAS	LTU	M	None	None	2000	2000	2000	FC Final,2,JM4-
Saulius DIGIMAS	LTU	M	9 Feb 1983	1983	2001;2000	2000	2001	FC Final,5,JM4-;FC Final,2,JM4-
Martynas ZINKEVICIUS	LTU	M	None	None	2000	2000	2000	FC Final,2,JM4-
Cees VAN LEEUWEN	NED	M	None	None	2000	2000	2000	FC Final,1,JM4-
Roland MAAS	NED	M	None	None	2000	2000	2000	FC Final,1,JM4-
Maarten VERLAAN	NED	M	None	None	2000	2000	2000	FC Final,1,JM4-
Valentyn LEIJH	NED	M	None	None	2000	2000	2000	FC Final,1,JM4-
Jinyuan MI	CHN	M	None	None	2000	2000	2000	FB Final,6,JM4-
Youbiao ZHAO	CHN	M	None	None	2000	2000	2000	FB Final,6,JM4-
Shaoyou DING	CHN	M	None	None	2000	2000	2000	FB Final,6,JM4-
Zhaohui WEI	CHN	M	None	None	2000	2000	2000	FB Final,6,JM4-
Vojtech LAKOMY	CZE	M	6 Jul 1982	1982	2003;2003;2002;2001;2000	2000	2003	FA Final,6,BLM4-;FC Final,4,LM4-;FB Final,1,BLM4-;SA/B 2 Semifinal,6,BLM4-;FB Final,5,JM4-
Jakub KRIVAN	CZE	M	None	None	2000	2000	2000	FB Final,5,JM4-
Jirt KODAC	CZE	M	None	None	2000	2000	2000	FB Final,5,JM4-
Simon POLAK	SLO	M	14 Sep 1984	1984	2003;2001;2000	2000	2003	SA/B 1 Semifinal,3,BM2-;FB Final,6,JM4-;FB Final,1,JM4-
Iztok ZALOKAR	SLO	M	None	None	2000	2000	2000	FB Final,1,JM4-
David ZVER	SLO	M	None	None	2000	2000	2000	FB Final,1,JM4-
Igor RONCHI	SLO	M	14 Feb 1982	1982	2005;2005;2004;2003;2003;2002;2001;2000	2000	2005	FC Final,4,LM2x;FB Final,3,LM2x;FA Final,5,BLM2x;SA/B 1 Semifinal,4,BLM2x;FC Final,3,LM4-;FA Final,5,BLM2x;FB Final,2,BLM2x;FB Final,1,JM4-
Ivan MARASOVIC	CRO	M	None	None	2000;1999	1999	2000	FB Final,2,JM4-;FB Final,3,JM4+
Vitali BELY	BLR	M	12 Jan 1984	1984	2007;2007;2007;2007;2006;2006;2005;2005;2004;2004;2003;2002;2002;2001;2000	2000	2007	FC Final,6,M2-;FB Final,5,M8+;FB Final,1,M8+;FA Final,2,M8+;FA Final,4,BM4-;FA Final,6,M8+;FB Final,4,M8+;FA Final,4,M8+;FA Final,3,BM8+;FB Final,5,M4-;FB Final,5,M2-;FA Final,4,JM2-;FC Final,2,M4-;FA Final,2,JM4-;FA Final,5,JM4-
Mikalai TSYBLYENKA	BLR	M	11 Apr 1983	1983	2004;2004;2003;2002;2001;2000	2000	2004	FA Final,3,BM8+;FB Final,5,M4-;FB Final,5,M2-;FC Final,2,M4-;FA Final,2,JM4-;FA Final,5,JM4-
David BOWEN	CAN	M	None	None	2000	2000	2000	FB Final,4,JM4-
Dan O'SHAUGHNESSY	CAN	M	29 Apr 1982	1982	2005;2000	2000	2005	FA Final,4,M4+;FB Final,4,JM4-
Caleb BEYERS	CAN	M	None	None	2000;1999	1999	2000	FB Final,4,JM4-;FC Final,1,JM4x
Peter VAN ROOIJEN	CAN	M	16 Feb 1982	1982	2004;2003;2000	2000	2004	FA Final,2,BM8+;FA Final,1,BM8+;FB Final,4,JM4-
R. NACHI ALBERTON BRICE	VEN	M	None	None	2000	2000	2000	FB Final,5,JM2+
Jorge CHALAS LARA	VEN	M	None	None	2000	2000	2000	FB Final,5,JM2+
Harnold ALMEIDA CARRILLO	VEN	M	21 Sep 1983	1983	2003;2003;2002;2000	2000	2003	FC Final,6,M4x;FB Final,4,M4x;FC Final,5,M4x;FB Final,5,JM2+
Alexander MORDVINKIN	RUS	M	27 Jan 1982	1982	2004;2003;2001;2000	2000	2004	FB Final,1,BM8+;FA Final,5,BM4+;FB Final,2,BM8+;FB Final,4,JM2+
Anton BORISSIN	RUS	M	None	None	2001;2000;1999	1999	2001	FB Final,2,BM8+;FB Final,4,JM2+;FB Final,4,JM4+
Andrei KIPILOV	RUS	M	None	None	2000	2000	2000	FB Final,4,JM2+
James GORHAM	GBR	M	None	None	2000	2000	2000	FB Final,3,JM2+
David LIVINGSTON	GBR	M	13 Jun 1983	1983	2005;2004;2004;2001;2000	2000	2005	FB Final,4,BM8+;FA Final,6,BM4-;SA/B 1 Semifinal,6,M2-;FA Final,3,JM8+;FB Final,3,JM2+
Tom BROADWAY	GBR	M	21 Aug 1982	1982	2011;2010;2010;2010;2009;2009;2009;2008;2005;2005;2003;2002;2000	2000	2011	FC Final,3,M1x;FA Final,2,M8+;FA Final,3,M8+;FA Final,3,M8+;FA Final,5,M8+;FA Final,4,M8+;FB Final,2,M4-;FA Final,6,M8+;FB Final,4,M2-;FA Final,3,M8+;SA/B 1 Semifinal,5,BM4-;FA Final,6,BM4+;FB Final,3,JM2+
Volodimir MIKHAILENKO	UKR	M	None	None	2000	2000	2000	FB Final,2,JM2+
Alexandr TISHKOV	UKR	M	None	None	2000	2000	2000	FB Final,2,JM2+
Stefano NICOLETTI	ITA	M	23 Apr 1986	1986	2001;2000	2000	2001	FA Final,3,JM4+;FB Final,1,JM2+
Stefano SANTUCCI	ITA	M	None	None	2000	2000	2000	FB Final,1,JM2+
Luigi CESTRA	ITA	M	None	None	2000	2000	2000	FB Final,1,JM2+
Jan VLASTNIK	CZE	M	None	None	2000	2000	2000	FA Final,2,JM2+
Petr MAZANEK	CZE	M	None	None	2000	2000	2000	FA Final,2,JM2+
Denis LIVIA QUINONEZ	PER	M	8 Mar 1984	1984	2001;2001;2000	2000	2001	FA Final,6,JM2+;R1 Repechage,6,BM4+;R2 Repechage,1,JM2+
Gustavo SALCEDO RAMIREZ	PER	M	21 Jan 1982	1982	2004;2000	2000	2004	FD Final,3,M1x;R2 Repechage,1,JM2+
M. ALCANTARA KULJICH	PER	M	10 Mar 1983	1983	2001;2001;2000	2000	2001	FA Final,6,JM2+;R1 Repechage,6,BM4+;R2 Repechage,1,JM2+
Josip SOKOLIC	CRO	M	None	None	2000	2000	2000	R1 Repechage,2,JM2+
Petar TOPIC	CRO	M	10 Jan 1983	1983	2004;2003;2001;2000	2000	2004	FB Final,3,BM2-;FA Final,6,BM8+;FA Final,6,JM4+;R1 Repechage,2,JM2+
Erik BREC	CRO	M	30 Oct 1982	1982	2008;2008;2007;2006;2006;2006;2004;2003;2000	2000	2008	FB Final,2,M2-;FB Final,5,M4-;FB Final,2,M8+;FC Final,3,M8+;FC Final,2,M2x;FD Final,4,M2x;FB Final,3,BM2-;FA Final,6,BM8+;R1 Repechage,2,JM2+
Jovan JOVANOVIC	YUG	M	None	None	2000	2000	2000	H2 Heat,1,JM2+
Dusan NIKOLIC	SRB	M	19 Jun 1982	1982	2003;2002;2001;2000;1999	1999	2003	FA Final,5,BM4-;SA/B 1 Semifinal,5,BM2-;R1 Repechage,2,BM4+;H2 Heat,1,JM2+;H2 Heat,2,JM4+
Nemanja NEDELJKOVIC	YUG	M	None	None	2000;1999	1999	2000	H2 Heat,1,JM2+;FA Final,6,JM4+
Michael LUCEY	USA	M	None	None	2000	2000	2000	R1 Repechage,1,JM2+
Alexander HEARNE	USA	M	24 Feb 1984	1984	2007;2006;2005;2002;2000	2000	2007	FA Final,4,M8+;FA Final,5,BM8+;FA Final,4,BM4-;FA Final,3,JM8+;R1 Repechage,1,JM2+
Nikola CVIJAN	YUG	M	None	None	2000	2000	2000	FC Final,5,JM2-
Aljosa COROVIC	SRB	M	23 Jan 1983	1983	2001;2000	2000	2001	FB Final,1,JM2+;FC Final,5,JM2-
Ruslanas MIAUN	LTU	M	8 Aug 1983	1983	2002;2001;2000	2000	2002	FB Final,3,BM4-;FA Final,5,JM2-;FC Final,4,JM2-
Audrius KUPRYS	LTU	M	None	None	2000	2000	2000	FC Final,4,JM2-
Johan VIBENHOLT	DEN	M	None	None	2000	2000	2000	FC Final,3,JM2-
Lars BERTELSEN	DEN	M	None	None	2000	2000	2000	FC Final,3,JM2-
Botond BOCSKEI	HUN	W	None	None	2000	2000	2000	FC Final,2,JM2-
Adam LEGRADI	HUN	M	None	None	2000	2000	2000	FC Final,2,JM2-
Noe GUZMAN DEL CASTILLO	ESP	M	13 Jun 1983	1983	2016;2016;2015;2015;2015;2015;2014;2014;2014;2013;2013;2012;2012;2011;2011;2011;2011;2010;2010;2010;2009;2009;2009;2008;2008;2007;2007;2006;2005;2004;2004;2003;2002;2002;2001;2000	2000	2016	FA Final,5,M8+;FB Final,1,M8+;FD Final,2,M2x;FC Final,4,M2x;FC Final,2,M2x;FA Final,5,M2x;FC Final,3,M4-;FB Final,3,M4-;FB Final,3,M4-;FB Final,2,M4-;FA Final,5,M4-;FA Final,4,M4-;FA Final,5,M4-;FA Final,4,M4-;FC Final,2,M4-;FB Final,6,M4-;FB Final,4,M4-;FB Final,4,M4-;FB Final,1,M4-;FB Final,3,M4-;FA Final,3,M4-;FB Final,2,M4-;FA Final,4,M4-;FB Final,5,M2-;FC Final,6,M2-;FC Final,1,M2-;FC Final,4,M2-;FB Final,6,M2-;FA Final,4,BM2-;FB Final,5,BM2-;SA/B 2 Semifinal,6,M2-;FC Final,3,M4-;FC Final,4,M2-;FA Final,4,BM2-;FB Final,3,JM4-;FC Final,1,JM2-
Carlos MOLINA MORALES	ESP	M	6 Apr 1983	1983	2001;2000	2000	2001	FB Final,6,JM4x;FC Final,1,JM2-
Michael OBERNBERGER	AUT	M	None	None	2000	2000	2000	FB Final,5,JM2-
Michael HINTERLEITNER	AUT	M	2 Aug 1983	1983	2007;2005;2003;2003;2003;2002;2000	2000	2007	FC Final,4,M4x;FB Final,6,M4x;FC Final,4,M4x;FB Final,3,BM4x;FA Final,5,M4x;FB Final,6,BM4x;FB Final,5,JM2-
Ming LU	CHN	M	None	None	2000	2000	2000	FB Final,4,JM2-
Biao SHEN	CHN	M	None	None	2000	2000	2000	FB Final,4,JM2-
Justin BOLES	CAN	M	None	None	2000	2000	2000	FB Final,2,JM2-
Scott GLOVER	CAN	M	None	None	2000	2000	2000	FB Final,2,JM2-
Thomas MARECHAL	FRA	M	26 May 1982	1982	2000	2000	2000	FB Final,1,JM2-
Daniel MAISSE	FRA	M	9 Oct 1982	1982	2002;2000	2000	2002	FA Final,5,BM4-;FB Final,1,JM2-
Vitaly ANTIPOV	RUS	M	25 Jul 1983	1983	2005;2004;2001;2000	2000	2005	FB Final,4,BM2-;FB Final,1,BM8+;FB Final,1,JM2-;FA Final,5,JM2-
Vitali KOMAROV	RUS	M	25 Mar 1983	1983	2003;2001;2000	2000	2003	FB Final,5,BLM2x;FB Final,1,JM2-;FA Final,5,JM2-
Wojciech GUTORSKI	POL	M	25 May 1982	1982	2015;2014;2014;2013;2013;2013;2013;2012;2012;2012;2011;2011;2011;2010;2009;2009;2009;2009;2009;2008;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2005;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2001;2000;1999;1999	1999	2015	FB Final,6,M4-;FC Final,1,M2-;FC Final,3,M4-;FA Final,5,M2-;FB Final,5,M2-;FA Final,2,M2-;FA Final,2,M2-;FA Final,5,M2-;FB Final,4,M2-;FA Final,2,M2-;FC Final,5,M4-;FB Final,3,M4-;FC Final,1,M4-;FA Final,3,M8+;FA Final,1,M8+;FA Final,4,M8+;FA Final,5,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,3,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FB Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,5,M8+;FA Final,6,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,5,M8+;FA Final,6,M8+;FB Final,2,M8+;R Repechage,5,M8+;FB Final,2,M8+;FB Final,5,M8+;FA Final,6,M4-;FB Final,2,M8+;FB Final,5,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,6,M8+;F Final,2,M8+;FA Final,2,JM2-;FA Final,1,JM8+;FA Final,2,LM8+
Mikolaj BURDA	POL	M	8 Jul 1982	1982	2018;2018;2018;2018;2018;2017;2017;2017;2016;2016;2016;2016;2016;2015;2015;2015;2015;2015;None;2014;2014;2014;2014;2013;2013;2013;2013;2012;2012;2012;2011;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2009;2009;2008;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2005;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2001;2000;1999;1999	1999	None	FB Final,1,M4-;R1 Repechage,5,M8+;FB Final,2,M8+;FA Final,6,M4-;FA Final,4,M8+;FB Final,4,M8+;FA Final,2,M8+;FA Final,4,M8+;FA Final,5,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,3,M8+;FB Final,2,M8+;FA Final,6,M8+;FA Final,5,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,5,M8+;FA Final,4,M8+;FA Final,4,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,1,M8+;FB Final,1,M8+;FA Final,1,M8+;F Final,1,M8+;FA Final,5,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,3,M8+;FB Final,2,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,1,M8+;FA Final,4,M8+;FA Final,5,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,3,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FB Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,5,M8+;FA Final,6,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,5,M8+;FA Final,6,M8+;FB Final,2,M8+;R Repechage,5,M8+;FB Final,2,M8+;FB Final,5,M8+;FA Final,6,M4-;FB Final,2,M8+;FB Final,5,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,6,M8+;F Final,2,M8+;FA Final,2,JM2-;FA Final,1,JM8+;FA Final,2,LM8+
Plamen GEORGIEV	BUL	M	None	None	2000;1999	1999	2000	FB Final,3,JM2-;FB Final,4,JM8+
Veselin DOCHEV	BUL	M	None	None	2000;1999	1999	2000	FB Final,3,JM2-;FB Final,4,JM8+
Dario DENTALE	ITA	M	26 Oct 1982	1982	2010;2010;2009;2009;2009;2009;2008;2008;2007;2007;2007;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2001;2001;2000;1999	1999	2010	FB Final,4,M8+;FA Final,6,M8+;FA Final,5,M8+;FA Final,6,M8+;FA Final,6,M8+;FA Final,1,M8+;FB Final,5,M2-;FB Final,3,M8+;FC Final,3,M8+;FB Final,6,M8+;FB Final,1,M8+;FA Final,2,M8+;FA Final,2,M8+;FB Final,3,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,3,M4-;FB Final,4,M4-;FB Final,2,M4-;FB Final,1,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,1,BM4+;FB Final,6,M8+;FA Final,5,M8+;FB Final,5,M8+;FA Final,6,M8+;FA Final,3,JM2-;FB Final,2,JM4+
Vadzim LIALIN	BLR	M	15 Nov 1982	1982	2018;2018;2018;2018;2016;2016;2016;2016;2015;2015;2015;2015;2015;2014;2014;2014;2014;2013;2013;2013;2012;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2005;2005;2004;2004;2002;2001;2001;2001;2000	2000	2018	FB Final,2,M4-;FB Final,3,M4-;FB Final,1,M4-;FA Final,3,M4-;FB Final,3,M4-;FA Final,5,M4-;FB Final,4,M4-;FA Final,2,M4-;FB Final,2,M4-;FB Final,6,M4-;FB Final,4,M4-;FA Final,3,M4-;FA Final,1,M4-;FB Final,5,M8+;FB Final,2,M8+;FA Final,3,M8+;FA Final,6,M8+;FB Final,1,M4-;FA Final,5,M4-;FA Final,5,M8+;FA Final,5,M4-;FB Final,1,M4-;FA Final,3,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,2,M4-;FB Final,3,M4-;FA Final,3,M4-;FA Final,4,M4-;F Final,1,M2+;FC Final,2,M4-;FB Final,1,M4-;FA Final,6,M4-;FA Final,6,M4-;FA Final,6,M4-;FA Final,3,M4-;FB Final,6,M4-;FB Final,2,M4-;FB Final,2,M4-;FA Final,3,M8+;FB Final,6,M8+;FB Final,5,M8+;FB Final,1,M8+;FA Final,2,M8+;FC Final,1,M8+;FA Final,2,M8+;FA Final,6,M8+;FB Final,4,M8+;FA Final,4,M8+;FA Final,3,BM8+;R4 Repechage,4,M2-;FC Final,3,M4-;FB Final,1,M2-;R3 Repechage,4,M2-;FB Final,3,BM2-;FA Final,4,JM2-
Matthew CHITTENDEN	RSA	M	None	None	2000;1999	1999	2000	FD Final,2,JM2x;FB Final,5,JM4x
Hal WILSON	RSA	M	None	None	1999	1999	1999	FB Final,5,JM4x
David POLIEVRE	CAN	M	None	None	1999	1999	1999	FC Final,1,JM4x
Valentin GEORGIEV	BUL	M	None	None	1999	1999	1999	FB Final,4,JM8+
Nikolai BACHTSCHAVANSKI	BUL	M	None	None	1999	1999	1999	FB Final,4,JM8+
Boris DASKALOV	BUL	M	None	None	1999	1999	1999	FB Final,4,JM8+
Julijan TOMSIC	BUL	M	None	None	1999	1999	1999	FB Final,3,JM8+
Dino SUG	CRO	M	None	None	1999	1999	1999	FB Final,3,JM8+
Christopher CHITTENDEN	RSA	M	None	None	2000	2000	2000	FD Final,2,JM2x
Evan WILSON	RSA	M	None	None	2000;1999	1999	2000	FD Final,1,JM2x;FC Final,5,JM4-
Nicholas ROWLAND	RSA	M	None	None	2000	2000	2000	FD Final,1,JM2x
Vladimir PAUNOVIC	SRB	M	27 Feb 1984	1984	2002;2000	2000	2002	F Final,2,JM2+;FC Final,3,JM2x
Yi HE	CHN	M	17 Dec 1982	1982	2009;2009;2008;2008;2008;2007;2007;2007;2006;2006;2006;2005;2004;2003;2003;2000	2000	2009	FB Final,3,M4x;FB Final,3,M4x;R Repechage,5,M8+;FA Final,2,M8+;FA Final,3,M8+;FC Final,4,M4x;FB Final,5,M4x;FB Final,5,M4x;FC Final,1,M4x;FB Final,1,M4x;FB Final,5,M4x;FA Final,6,M2x;FB Final,3,M4x;FC Final,5,M4-;FC Final,2,M4x;FC Final,2,JM2x
Guorui DENG	CHN	M	11 Feb 1983	1983	2005;2000	2000	2005	FB Final,5,M4x;FC Final,2,JM2x
Arturs CIRULIS	LAT	M	None	None	2005;2005;2001;2000	2000	2005	FB Final,1,BM4x;FB Final,3,M4x;SC/D 2 Semifinal,4,BM1x;FC Final,5,JM2x
Janis KEISS	LAT	M	None	None	2000	2000	2000	FC Final,5,JM2x
Jose LOPEZ ROMERO	ESP	M	13 Jul 1983	1983	2002;2002;2001;2000	2000	2002	FA Final,6,BLM4x;F Final,1,LM4x;FB Final,6,JM4x;FC Final,4,JM2x
Christian PEDERSEN	DEN	M	16 Jun 1982	1982	2012;2012;2012;2012;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2009;2008;2007;2007;2007;2006;2005;2004;2003;2003;2002;2001;2000;1983	1983	2012	FA Final,4,LM2-;FA Final,4,LM2-;FA Final,5,LM2-;FB Final,1,LM2-;F Final,3,LM8+;FA Final,2,LM8+;FB Final,4,LM4-;FB Final,3,LM4-;FA Final,5,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,4,LM8+;FA Final,4,LM8+;FA Final,4,LM8+;FA Final,2,LM8+;FC Final,2,LM4-;FB Final,2,BLM2-;FB Final,2,JM4-;FB Final,6,JM4-;FB Final,1,BLM4x;FB Final,2,BLM4x;H2 Heat,4,BLM2x;FC Final,6,JM2x;FA Final,5,JM4x
Adam CRIPWELL	RSA	M	None	None	1999;1999	1999	1999	FB Final,2,JM8+;FA Final,5,LM8+
Hayden HOCHFELDEN	RSA	M	12 Nov 1981	1981	2003;1999	1999	2003	FA Final,4,BM4-;FB Final,2,JM8+
Marcus GAFFNEY	RSA	M	None	None	1999;1999	1999	1999	FB Final,2,JM8+;FA Final,5,LM8+
Richard GILLFILLAN	RSA	M	None	None	1999;1999	1999	1999	FB Final,2,JM8+;FA Final,5,LM8+
Kalle CRAFTON	USA	M	None	None	1999	1999	1999	FB Final,1,JM8+
Mike BLOMQUIST	USA	M	14 Aug 1981	1981	2006;2005;2005;2002;2001;1999	1999	2006	FA Final,4,M4-;FA Final,1,M8+;FB Final,3,M2-;F Final,6,M4+;FA Final,6,M4+;FB Final,1,JM8+
Andrew DERRICK	USA	M	None	None	2001;1999	1999	2001	FA Final,2,BM8+;FB Final,1,JM8+
John VANARNAM	USA	M	None	None	1999	1999	1999	FB Final,1,JM8+
Madison WELCH	USA	M	None	None	1999	1999	1999	FB Final,1,JM8+
Michael PETHERICK	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Todd PETHERICK	NZL	M	19 Aug 1981	1981	2009;2009;2009;2008;1999	1999	2009	FC Final,4,LM4-;FB Final,6,LM4-;FB Final,3,LM4-;FB Final,4,LM2-;FA Final,6,JM8+
James LEVCHARS	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Cameron MC LECIN	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Blar CILLIE	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Carl MEYER	NZL	M	3 Sep 1981	1981	2011;2011;2008;2008;2008;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2003;2003;1999	1999	2011	FA Final,6,M4-;FA Final,2,M4-;FB Final,1,M4-;FA Final,5,M4-;FA Final,6,M4-;FA Final,1,M4-;FA Final,3,M4-;FA Final,1,M4-;FB Final,3,M4-;FA Final,5,M4-;FA Final,3,M4-;FA Final,6,M4-;FB Final,2,M4-;FB Final,3,M4-;FA Final,5,M4-;FB Final,2,M4-;FB Final,5,M4-;FB Final,4,M4-;FA Final,6,JM8+
Ian SAWYER	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Scott BERRY	NZL	M	None	None	1999	1999	1999	FA Final,6,JM8+
Hugh MCKENZIE	GBR	M	None	None	1999	1999	1999	FA Final,5,JM8+
Alexander TORRIE	GBR	M	None	None	1999	1999	1999	FA Final,5,JM8+
Michael FABRICIUS	GBR	M	26 Mar 1986	1986	1999	1999	1999	FA Final,5,JM8+
Mark VICKERS	GBR	M	None	None	1999	1999	1999	FA Final,5,JM8+
James BOTTOMLEY	GBR	M	28 May 1981	1981	2002;1999	1999	2002	FA Final,4,BLM4-;FA Final,5,JM8+
Edward FOX	GBR	M	None	None	2001;1999	1999	2001	H3 Heat,4,BLM4-;FA Final,5,JM8+
Tomasz HRODEK	CZE	M	None	None	2001;1999	1999	2001	FB Final,1,BM8+;FA Final,4,JM8+
Karel VANCURA	CZE	M	None	None	1999	1999	1999	FA Final,4,JM8+
Jacob WISNIEWSKI	POL	M	None	None	1999	1999	1999	FA Final,1,JM8+
Nick BLANNIN	USA	M	None	None	1999	1999	1999	FB Final,5,JM4+
Pavel TIMOSHENKO	RUS	M	None	None	1999	1999	1999	FB Final,4,JM4+
Alexei KRIVOCHEYEV	RUS	M	None	None	2001;1999	1999	2001	FB Final,2,BM8+;FB Final,4,JM4+
Roko MIHOVILOVIC	CRO	M	None	None	1999	1999	1999	FB Final,3,JM4+
Kevin FANIEN	FRA	M	None	None	1999	1999	1999	FB Final,1,JM4+
Bruno PONCELET	FRA	M	11 Apr 1982	1982	2002;2002;2002;2001;2000;1999	1999	2002	FA Final,3,BM4+;R Repechage,4,M8+;FB Final,2,M8+;H1 Heat,1,BM4+;FA Final,1,JM4+;FB Final,1,JM4+
